monkey;task;session;trials;stimulus;selection
a;Artificial Discrimination;149,0;100,0;ctr;ctr
a;Artificial Discrimination;149,0;101,0;ctr;str
a;Artificial Discrimination;149,0;112,0;ctr;ctr
a;Artificial Discrimination;149,0;113,0;ctr;str
a;Artificial Discrimination;149,0;114,0;str;str
a;Artificial Discrimination;149,0;115,0;ctr;ctr
a;Artificial Discrimination;149,0;116,0;str;ctr
a;Artificial Discrimination;149,0;117,0;str;ctr
a;Artificial Discrimination;149,0;118,0;ctr;ctr
a;Artificial Discrimination;149,0;119,0;str;str
a;Artificial Discrimination;149,0;120,0;ctr;ctr
a;Artificial Discrimination;149,0;121,0;ctr;ctr
a;Artificial Discrimination;149,0;122,0;str;str
a;Artificial Discrimination;149,0;123,0;str;ctr
a;Artificial Discrimination;149,0;124,0;str;str
a;Artificial Discrimination;149,0;125,0;str;ctr
a;Artificial Discrimination;149,0;126,0;ctr;ctr
a;Artificial Discrimination;149,0;127,0;str;str
a;Artificial Discrimination;149,0;128,0;str;ctr
a;Artificial Discrimination;149,0;129,0;ctr;str
a;Artificial Discrimination;149,0;136,0;str;ctr
a;Artificial Discrimination;149,0;137,0;str;str
a;Artificial Discrimination;149,0;138,0;ctr;ctr
a;Artificial Discrimination;149,0;139,0;ctr;ctr
a;Artificial Discrimination;149,0;140,0;ctr;ctr
a;Artificial Discrimination;149,0;141,0;str;ctr
a;Artificial Discrimination;149,0;148,0;ctr;ctr
a;Artificial Discrimination;149,0;149,0;str;str
a;Artificial Discrimination;149,0;150,0;ctr;str
a;Artificial Discrimination;149,0;151,0;ctr;ctr
a;Artificial Discrimination;149,0;152,0;ctr;ctr
a;Artificial Discrimination;149,0;153,0;str;ctr
a;Artificial Discrimination;149,0;154,0;ctr;ctr
a;Artificial Discrimination;149,0;155,0;str;str
a;Artificial Discrimination;149,0;156,0;str;str
a;Artificial Discrimination;149,0;157,0;str;str
a;Artificial Discrimination;149,0;158,0;ctr;ctr
a;Artificial Discrimination;149,0;159,0;str;ctr
a;Artificial Discrimination;149,0;173,0;str;ctr
a;Artificial Discrimination;149,0;174,0;str;ctr
a;Artificial Discrimination;149,0;175,0;ctr;ctr
a;Artificial Discrimination;149,0;176,0;str;ctr
a;Artificial Discrimination;149,0;195,0;str;ctr
a;Artificial Discrimination;149,0;196,0;str;ctr
a;Artificial Discrimination;149,0;197,0;str;str
a;Artificial Discrimination;149,0;198,0;str;ctr
a;Artificial Discrimination;149,0;199,0;str;str
a;Artificial Discrimination;149,0;200,0;str;str
a;Artificial Discrimination;149,0;201,0;str;ctr
a;Artificial Discrimination;149,0;202,0;str;str
a;Artificial Discrimination;149,0;203,0;str;ctr
a;Artificial Discrimination;149,0;204,0;ctr;ctr
a;Artificial Discrimination;149,0;205,0;ctr;ctr
a;Artificial Discrimination;149,0;206,0;str;str
a;Artificial Discrimination;149,0;207,0;ctr;ctr
a;Artificial Discrimination;149,0;208,0;str;str
a;Artificial Discrimination;149,0;209,0;ctr;ctr
a;Artificial Discrimination;149,0;210,0;str;str
a;Artificial Discrimination;149,0;217,0;str;ctr
a;Artificial Discrimination;149,0;218,0;str;str
a;Artificial Discrimination;149,0;219,0;ctr;ctr
a;Artificial Discrimination;149,0;220,0;str;str
a;Artificial Discrimination;149,0;221,0;ctr;str
a;Artificial Discrimination;149,0;222,0;str;ctr
a;Artificial Discrimination;149,0;223,0;str;ctr
a;Artificial Discrimination;149,0;224,0;str;str
a;Artificial Discrimination;149,0;225,0;ctr;str
a;Artificial Discrimination;149,0;226,0;ctr;str
a;Artificial Discrimination;150,0;5,0;ctr;ctr
a;Artificial Discrimination;150,0;6,0;ctr;str
a;Artificial Discrimination;150,0;7,0;str;str
a;Artificial Discrimination;150,0;8,0;str;ctr
a;Artificial Discrimination;150,0;9,0;str;str
a;Artificial Discrimination;150,0;10,0;str;str
a;Artificial Discrimination;150,0;11,0;str;ctr
a;Artificial Discrimination;150,0;12,0;str;str
a;Artificial Discrimination;150,0;13,0;ctr;str
a;Artificial Discrimination;150,0;14,0;str;str
a;Artificial Discrimination;150,0;15,0;ctr;str
a;Artificial Discrimination;150,0;16,0;ctr;str
a;Artificial Discrimination;150,0;43,0;str;str
a;Artificial Discrimination;150,0;44,0;ctr;ctr
a;Artificial Discrimination;150,0;45,0;ctr;str
a;Artificial Discrimination;150,0;46,0;str;str
a;Artificial Discrimination;150,0;47,0;ctr;str
a;Artificial Discrimination;150,0;48,0;ctr;str
a;Artificial Discrimination;150,0;49,0;ctr;str
a;Artificial Discrimination;150,0;50,0;ctr;ctr
a;Artificial Discrimination;150,0;51,0;str;ctr
a;Artificial Discrimination;150,0;72,0;str;ctr
a;Artificial Discrimination;150,0;73,0;ctr;str
a;Artificial Discrimination;150,0;74,0;ctr;ctr
a;Artificial Discrimination;150,0;75,0;ctr;ctr
a;Artificial Discrimination;150,0;76,0;ctr;str
a;Artificial Discrimination;150,0;83,0;ctr;ctr
a;Artificial Discrimination;150,0;84,0;ctr;str
a;Artificial Discrimination;150,0;85,0;ctr;ctr
a;Artificial Discrimination;150,0;86,0;str;str
a;Artificial Discrimination;150,0;87,0;str;str
a;Artificial Discrimination;150,0;88,0;ctr;ctr
a;Artificial Discrimination;150,0;89,0;ctr;str
a;Artificial Discrimination;150,0;90,0;ctr;str
a;Artificial Discrimination;150,0;91,0;ctr;ctr
a;Artificial Discrimination;150,0;92,0;ctr;ctr
a;Artificial Discrimination;150,0;93,0;str;ctr
a;Artificial Discrimination;150,0;105,0;ctr;str
a;Artificial Discrimination;150,0;106,0;ctr;str
a;Artificial Discrimination;150,0;107,0;str;str
a;Artificial Discrimination;150,0;108,0;ctr;str
a;Artificial Discrimination;150,0;109,0;ctr;str
a;Artificial Discrimination;150,0;110,0;ctr;ctr
a;Artificial Discrimination;150,0;111,0;ctr;ctr
a;Artificial Discrimination;150,0;112,0;str;str
a;Artificial Discrimination;150,0;113,0;str;ctr
a;Artificial Discrimination;150,0;114,0;str;ctr
a;Artificial Discrimination;150,0;115,0;str;ctr
a;Artificial Discrimination;150,0;116,0;str;str
a;Artificial Discrimination;150,0;117,0;ctr;str
a;Artificial Discrimination;150,0;124,0;str;str
a;Artificial Discrimination;150,0;125,0;str;str
a;Artificial Discrimination;150,0;126,0;ctr;str
a;Artificial Discrimination;150,0;127,0;str;ctr
a;Artificial Discrimination;150,0;128,0;ctr;ctr
a;Artificial Discrimination;150,0;129,0;ctr;ctr
a;Artificial Discrimination;150,0;130,0;str;ctr
a;Artificial Discrimination;150,0;131,0;ctr;ctr
a;Artificial Discrimination;150,0;132,0;ctr;str
a;Artificial Discrimination;150,0;133,0;ctr;ctr
a;Artificial Discrimination;150,0;134,0;ctr;str
a;Artificial Discrimination;150,0;135,0;str;str
a;Artificial Discrimination;150,0;136,0;str;ctr
a;Artificial Discrimination;150,0;137,0;str;ctr
a;Artificial Discrimination;150,0;138,0;ctr;str
a;Artificial Discrimination;150,0;139,0;ctr;ctr
a;Artificial Discrimination;150,0;140,0;str;str
a;Artificial Discrimination;150,0;141,0;str;ctr
a;Artificial Discrimination;150,0;142,0;ctr;str
a;Artificial Discrimination;150,0;155,0;ctr;str
a;Artificial Discrimination;150,0;156,0;str;str
a;Artificial Discrimination;150,0;157,0;str;str
a;Artificial Discrimination;150,0;158,0;ctr;str
a;Artificial Discrimination;150,0;159,0;str;ctr
a;Artificial Discrimination;150,0;160,0;ctr;ctr
a;Artificial Discrimination;150,0;161,0;ctr;ctr
a;Artificial Discrimination;150,0;162,0;ctr;ctr
a;Artificial Discrimination;150,0;163,0;str;str
a;Artificial Discrimination;150,0;164,0;str;ctr
a;Artificial Discrimination;150,0;165,0;str;str
a;Artificial Discrimination;150,0;179,0;ctr;str
a;Artificial Discrimination;150,0;180,0;str;ctr
a;Artificial Discrimination;150,0;181,0;ctr;str
a;Artificial Discrimination;150,0;182,0;ctr;str
a;Artificial Discrimination;150,0;183,0;ctr;ctr
a;Artificial Discrimination;150,0;187,0;ctr;ctr
a;Artificial Discrimination;150,0;188,0;str;ctr
a;Artificial Discrimination;150,0;189,0;ctr;ctr
a;Artificial Discrimination;150,0;190,0;ctr;str
a;Artificial Discrimination;150,0;191,0;str;str
a;Artificial Discrimination;150,0;193,0;str;ctr
a;Artificial Discrimination;150,0;194,0;ctr;ctr
a;Artificial Discrimination;150,0;195,0;ctr;ctr
a;Artificial Discrimination;150,0;196,0;str;ctr
a;Artificial Discrimination;150,0;197,0;str;ctr
a;Artificial Discrimination;150,0;243,0;ctr;ctr
a;Artificial Discrimination;150,0;246,0;str;ctr
a;Artificial Discrimination;150,0;248,0;ctr;ctr
a;Artificial Discrimination;150,0;249,0;ctr;str
a;Artificial Discrimination;150,0;253,0;str;ctr
a;Artificial Discrimination;150,0;264,0;ctr;ctr
a;Artificial Discrimination;150,0;265,0;str;str
a;Artificial Discrimination;150,0;269,0;ctr;ctr
a;Artificial Discrimination;150,0;276,0;str;str
a;Artificial Discrimination;150,0;278,0;str;ctr
a;Artificial Discrimination;150,0;280,0;str;ctr
a;Artificial Discrimination;151,0;22,0;str;str
a;Artificial Discrimination;151,0;23,0;str;ctr
a;Artificial Discrimination;151,0;24,0;str;str
a;Artificial Discrimination;151,0;25,0;ctr;str
a;Artificial Discrimination;151,0;26,0;ctr;str
a;Artificial Discrimination;151,0;27,0;ctr;ctr
a;Artificial Discrimination;151,0;28,0;str;str
a;Artificial Discrimination;151,0;29,0;str;str
a;Artificial Discrimination;151,0;30,0;ctr;ctr
a;Artificial Discrimination;151,0;31,0;ctr;str
a;Artificial Discrimination;151,0;32,0;str;ctr
a;Artificial Discrimination;151,0;33,0;ctr;ctr
a;Artificial Discrimination;151,0;34,0;ctr;str
a;Artificial Discrimination;151,0;35,0;str;ctr
a;Artificial Discrimination;151,0;36,0;ctr;ctr
a;Artificial Discrimination;151,0;37,0;str;ctr
a;Artificial Discrimination;151,0;45,0;ctr;str
a;Artificial Discrimination;151,0;46,0;str;ctr
a;Artificial Discrimination;151,0;47,0;ctr;ctr
a;Artificial Discrimination;151,0;48,0;str;ctr
a;Artificial Discrimination;151,0;49,0;str;str
a;Artificial Discrimination;151,0;51,0;ctr;str
a;Artificial Discrimination;151,0;52,0;ctr;ctr
a;Artificial Discrimination;151,0;53,0;str;ctr
a;Artificial Discrimination;151,0;63,0;ctr;str
a;Artificial Discrimination;151,0;64,0;str;ctr
a;Artificial Discrimination;151,0;65,0;str;ctr
a;Artificial Discrimination;151,0;66,0;ctr;ctr
a;Artificial Discrimination;151,0;67,0;str;str
a;Artificial Discrimination;151,0;68,0;str;ctr
a;Artificial Discrimination;151,0;69,0;ctr;str
a;Artificial Discrimination;151,0;70,0;ctr;str
a;Artificial Discrimination;151,0;71,0;str;str
a;Artificial Discrimination;151,0;72,0;ctr;ctr
a;Artificial Discrimination;151,0;73,0;str;str
a;Artificial Discrimination;151,0;74,0;str;ctr
a;Artificial Discrimination;151,0;80,0;str;ctr
a;Artificial Discrimination;151,0;81,0;ctr;ctr
a;Artificial Discrimination;151,0;82,0;ctr;str
a;Artificial Discrimination;151,0;83,0;str;ctr
a;Artificial Discrimination;151,0;84,0;str;ctr
a;Artificial Discrimination;151,0;85,0;ctr;ctr
a;Artificial Discrimination;151,0;86,0;str;str
a;Artificial Discrimination;151,0;87,0;str;ctr
a;Artificial Discrimination;151,0;88,0;str;str
a;Artificial Discrimination;151,0;89,0;ctr;ctr
a;Artificial Discrimination;151,0;90,0;ctr;str
a;Artificial Discrimination;151,0;91,0;ctr;str
a;Artificial Discrimination;151,0;92,0;ctr;str
a;Artificial Discrimination;151,0;93,0;ctr;ctr
a;Artificial Discrimination;151,0;94,0;str;ctr
a;Artificial Discrimination;151,0;101,0;str;str
a;Artificial Discrimination;151,0;102,0;str;ctr
a;Artificial Discrimination;151,0;103,0;ctr;str
a;Artificial Discrimination;151,0;104,0;ctr;ctr
a;Artificial Discrimination;151,0;105,0;str;ctr
a;Artificial Discrimination;151,0;106,0;str;ctr
a;Artificial Discrimination;151,0;107,0;str;str
a;Artificial Discrimination;151,0;108,0;str;str
a;Artificial Discrimination;151,0;109,0;ctr;ctr
a;Artificial Discrimination;151,0;110,0;str;ctr
a;Artificial Discrimination;151,0;116,0;str;str
a;Artificial Discrimination;151,0;117,0;ctr;ctr
a;Artificial Discrimination;151,0;118,0;ctr;ctr
a;Artificial Discrimination;151,0;119,0;str;str
a;Artificial Discrimination;151,0;120,0;ctr;str
a;Artificial Discrimination;151,0;121,0;ctr;str
a;Artificial Discrimination;151,0;122,0;ctr;ctr
a;Artificial Discrimination;151,0;123,0;str;ctr
a;Artificial Discrimination;151,0;133,0;str;str
a;Artificial Discrimination;151,0;134,0;ctr;ctr
a;Artificial Discrimination;151,0;135,0;str;ctr
a;Artificial Discrimination;151,0;136,0;str;str
a;Artificial Discrimination;151,0;137,0;str;str
a;Artificial Discrimination;151,0;138,0;ctr;ctr
a;Artificial Discrimination;151,0;139,0;ctr;str
a;Artificial Discrimination;151,0;147,0;str;ctr
a;Artificial Discrimination;151,0;148,0;str;ctr
a;Artificial Discrimination;151,0;149,0;ctr;ctr
a;Artificial Discrimination;151,0;150,0;str;str
a;Artificial Discrimination;151,0;151,0;str;ctr
a;Artificial Discrimination;151,0;152,0;str;ctr
a;Artificial Discrimination;152,0;1,0;str;str
a;Artificial Discrimination;152,0;2,0;ctr;ctr
a;Artificial Discrimination;152,0;3,0;str;ctr
a;Artificial Discrimination;152,0;4,0;str;str
a;Artificial Discrimination;152,0;5,0;str;ctr
a;Artificial Discrimination;152,0;14,0;ctr;str
a;Artificial Discrimination;152,0;37,0;str;ctr
a;Artificial Discrimination;152,0;38,0;ctr;str
a;Artificial Discrimination;152,0;39,0;str;str
a;Artificial Discrimination;152,0;40,0;str;ctr
a;Artificial Discrimination;152,0;52,0;ctr;ctr
a;Artificial Discrimination;152,0;53,0;ctr;str
a;Artificial Discrimination;152,0;55,0;str;str
a;Artificial Discrimination;152,0;56,0;str;str
a;Artificial Discrimination;152,0;57,0;ctr;ctr
a;Artificial Discrimination;152,0;58,0;ctr;ctr
a;Artificial Discrimination;152,0;59,0;ctr;ctr
a;Artificial Discrimination;152,0;66,0;ctr;str
a;Artificial Discrimination;152,0;67,0;ctr;ctr
a;Artificial Discrimination;152,0;68,0;str;ctr
a;Artificial Discrimination;152,0;69,0;str;ctr
a;Artificial Discrimination;152,0;70,0;str;str
a;Artificial Discrimination;152,0;71,0;ctr;ctr
a;Artificial Discrimination;152,0;72,0;str;ctr
a;Artificial Discrimination;152,0;82,0;ctr;ctr
a;Artificial Discrimination;152,0;83,0;str;str
a;Artificial Discrimination;152,0;84,0;ctr;str
a;Artificial Discrimination;152,0;85,0;ctr;ctr
a;Artificial Discrimination;152,0;86,0;str;ctr
a;Artificial Discrimination;152,0;103,0;str;str
a;Artificial Discrimination;152,0;104,0;str;ctr
a;Artificial Discrimination;152,0;105,0;ctr;str
a;Artificial Discrimination;152,0;106,0;str;ctr
a;Artificial Discrimination;152,0;107,0;str;str
a;Artificial Discrimination;152,0;108,0;ctr;ctr
a;Artificial Discrimination;152,0;109,0;str;str
a;Artificial Discrimination;152,0;110,0;str;str
a;Artificial Discrimination;152,0;111,0;ctr;str
a;Artificial Discrimination;152,0;112,0;str;str
a;Artificial Discrimination;152,0;113,0;ctr;str
a;Artificial Discrimination;152,0;114,0;ctr;str
a;Artificial Discrimination;152,0;124,0;str;str
a;Artificial Discrimination;152,0;125,0;str;str
a;Artificial Discrimination;152,0;126,0;str;str
a;Artificial Discrimination;152,0;127,0;str;ctr
a;Artificial Discrimination;152,0;128,0;ctr;str
a;Artificial Discrimination;152,0;129,0;ctr;str
a;Artificial Discrimination;152,0;130,0;ctr;str
a;Artificial Discrimination;152,0;131,0;str;str
a;Artificial Discrimination;152,0;132,0;ctr;ctr
a;Artificial Discrimination;152,0;133,0;str;str
a;Artificial Discrimination;152,0;134,0;ctr;str
a;Artificial Discrimination;152,0;135,0;ctr;ctr
a;Artificial Discrimination;152,0;136,0;ctr;str
a;Artificial Discrimination;152,0;141,0;str;str
a;Artificial Discrimination;152,0;142,0;str;str
a;Artificial Discrimination;152,0;143,0;ctr;str
a;Artificial Discrimination;152,0;144,0;ctr;str
a;Artificial Discrimination;152,0;145,0;ctr;str
a;Artificial Discrimination;152,0;146,0;str;ctr
a;Artificial Discrimination;152,0;156,0;ctr;ctr
a;Artificial Discrimination;152,0;157,0;ctr;str
a;Artificial Discrimination;152,0;158,0;ctr;str
a;Artificial Discrimination;152,0;159,0;ctr;ctr
a;Artificial Discrimination;152,0;160,0;ctr;ctr
a;Artificial Discrimination;152,0;161,0;ctr;ctr
a;Artificial Discrimination;152,0;162,0;ctr;str
a;Artificial Discrimination;152,0;163,0;ctr;ctr
a;Artificial Discrimination;152,0;164,0;str;ctr
a;Artificial Discrimination;152,0;165,0;ctr;ctr
a;Artificial Discrimination;152,0;166,0;ctr;str
a;Artificial Discrimination;152,0;167,0;ctr;str
a;Artificial Discrimination;152,0;174,0;str;str
a;Artificial Discrimination;152,0;175,0;ctr;ctr
a;Artificial Discrimination;152,0;176,0;ctr;str
a;Artificial Discrimination;152,0;177,0;ctr;str
a;Artificial Discrimination;152,0;178,0;ctr;ctr
a;Artificial Discrimination;152,0;179,0;ctr;ctr
a;Artificial Discrimination;152,0;180,0;str;str
a;Artificial Discrimination;152,0;181,0;ctr;str
a;Artificial Discrimination;152,0;182,0;ctr;ctr
a;Artificial Discrimination;152,0;183,0;str;str
a;Artificial Discrimination;152,0;184,0;ctr;str
a;Artificial Discrimination;152,0;185,0;str;ctr
a;Artificial Discrimination;152,0;186,0;str;ctr
a;Artificial Discrimination;152,0;187,0;ctr;str
a;Artificial Discrimination;152,0;196,0;str;ctr
a;Artificial Discrimination;152,0;197,0;ctr;str
a;Artificial Discrimination;152,0;198,0;str;str
a;Artificial Discrimination;152,0;199,0;ctr;ctr
a;Artificial Discrimination;152,0;200,0;ctr;ctr
a;Artificial Discrimination;152,0;201,0;str;ctr
a;Artificial Discrimination;152,0;202,0;str;ctr
a;Artificial Discrimination;152,0;203,0;ctr;str
a;Artificial Discrimination;152,0;209,0;str;str
a;Artificial Discrimination;152,0;210,0;ctr;str
a;Artificial Discrimination;152,0;211,0;str;ctr
a;Artificial Discrimination;152,0;212,0;ctr;str
a;Artificial Discrimination;152,0;213,0;ctr;ctr
a;Artificial Discrimination;152,0;214,0;str;ctr
a;Artificial Discrimination;152,0;215,0;str;ctr
a;Artificial Discrimination;152,0;216,0;ctr;ctr
a;Artificial Discrimination;152,0;217,0;str;ctr
a;Artificial Discrimination;152,0;218,0;ctr;str
a;Artificial Discrimination;154,0;16,0;str;ctr
a;Artificial Discrimination;154,0;17,0;str;str
a;Artificial Discrimination;154,0;18,0;str;ctr
a;Artificial Discrimination;154,0;19,0;ctr;ctr
a;Artificial Discrimination;154,0;20,0;ctr;str
a;Artificial Discrimination;154,0;21,0;str;ctr
a;Artificial Discrimination;154,0;22,0;ctr;ctr
a;Artificial Discrimination;154,0;23,0;str;str
a;Artificial Discrimination;154,0;24,0;ctr;ctr
a;Artificial Discrimination;154,0;25,0;str;ctr
a;Artificial Discrimination;154,0;34,0;str;ctr
a;Artificial Discrimination;154,0;35,0;ctr;str
a;Artificial Discrimination;154,0;36,0;ctr;ctr
a;Artificial Discrimination;154,0;37,0;str;ctr
a;Artificial Discrimination;154,0;38,0;ctr;str
a;Artificial Discrimination;154,0;39,0;ctr;str
a;Artificial Discrimination;154,0;40,0;ctr;str
a;Artificial Discrimination;154,0;41,0;str;ctr
a;Artificial Discrimination;154,0;43,0;ctr;str
a;Artificial Discrimination;154,0;44,0;str;str
a;Artificial Discrimination;154,0;69,0;ctr;str
a;Artificial Discrimination;154,0;70,0;ctr;str
a;Artificial Discrimination;154,0;71,0;str;str
a;Artificial Discrimination;154,0;72,0;ctr;str
a;Artificial Discrimination;154,0;73,0;str;str
a;Artificial Discrimination;154,0;74,0;ctr;ctr
a;Artificial Discrimination;154,0;75,0;ctr;str
a;Artificial Discrimination;154,0;76,0;ctr;str
a;Artificial Discrimination;154,0;77,0;ctr;str
a;Artificial Discrimination;154,0;84,0;ctr;str
a;Artificial Discrimination;155,0;1,0;str;str
a;Artificial Discrimination;155,0;2,0;str;ctr
a;Artificial Discrimination;155,0;3,0;str;str
a;Artificial Discrimination;155,0;4,0;ctr;str
a;Artificial Discrimination;155,0;5,0;ctr;str
a;Artificial Discrimination;155,0;6,0;ctr;ctr
a;Artificial Discrimination;155,0;7,0;ctr;str
a;Artificial Discrimination;155,0;8,0;str;ctr
a;Artificial Discrimination;155,0;9,0;ctr;str
a;Artificial Discrimination;155,0;10,0;ctr;str
a;Artificial Discrimination;155,0;11,0;ctr;str
a;Artificial Discrimination;155,0;12,0;str;str
a;Artificial Discrimination;155,0;13,0;ctr;str
a;Artificial Discrimination;155,0;14,0;str;ctr
a;Artificial Discrimination;155,0;15,0;str;str
a;Artificial Discrimination;155,0;16,0;ctr;str
a;Artificial Discrimination;155,0;17,0;str;str
a;Artificial Discrimination;155,0;18,0;str;ctr
a;Artificial Discrimination;155,0;19,0;str;ctr
a;Artificial Discrimination;155,0;20,0;ctr;str
a;Artificial Discrimination;155,0;21,0;str;str
a;Artificial Discrimination;155,0;22,0;ctr;str
a;Artificial Discrimination;155,0;23,0;ctr;str
a;Artificial Discrimination;155,0;24,0;ctr;str
a;Artificial Discrimination;155,0;25,0;str;str
a;Artificial Discrimination;155,0;26,0;ctr;str
a;Artificial Discrimination;155,0;27,0;ctr;str
a;Artificial Discrimination;155,0;28,0;ctr;ctr
a;Artificial Discrimination;155,0;29,0;ctr;str
a;Artificial Discrimination;155,0;30,0;str;ctr
a;Artificial Discrimination;155,0;31,0;ctr;str
a;Artificial Discrimination;155,0;32,0;str;str
a;Artificial Discrimination;155,0;33,0;str;str
a;Artificial Discrimination;155,0;34,0;ctr;str
a;Artificial Discrimination;155,0;35,0;ctr;ctr
a;Artificial Discrimination;155,0;36,0;ctr;str
a;Artificial Discrimination;155,0;37,0;ctr;ctr
a;Artificial Discrimination;155,0;38,0;ctr;str
a;Artificial Discrimination;155,0;39,0;ctr;str
a;Artificial Discrimination;155,0;40,0;ctr;str
a;Artificial Discrimination;155,0;41,0;str;ctr
a;Artificial Discrimination;155,0;42,0;ctr;ctr
a;Artificial Discrimination;155,0;43,0;ctr;ctr
a;Artificial Discrimination;155,0;44,0;ctr;ctr
a;Artificial Discrimination;155,0;45,0;ctr;ctr
a;Artificial Discrimination;155,0;46,0;ctr;str
a;Artificial Discrimination;155,0;47,0;ctr;str
a;Artificial Discrimination;155,0;48,0;str;str
a;Artificial Discrimination;155,0;49,0;ctr;str
a;Artificial Discrimination;155,0;50,0;ctr;str
a;Artificial Discrimination;156,0;1,0;str;str
a;Artificial Discrimination;156,0;2,0;str;ctr
a;Artificial Discrimination;156,0;3,0;str;str
a;Artificial Discrimination;156,0;4,0;ctr;ctr
a;Artificial Discrimination;156,0;5,0;str;str
a;Artificial Discrimination;156,0;6,0;ctr;ctr
a;Artificial Discrimination;156,0;11,0;str;ctr
a;Artificial Discrimination;156,0;24,0;ctr;str
a;Artificial Discrimination;156,0;25,0;ctr;str
a;Artificial Discrimination;156,0;26,0;ctr;ctr
a;Artificial Discrimination;156,0;27,0;str;ctr
a;Artificial Discrimination;156,0;28,0;str;ctr
a;Artificial Discrimination;156,0;29,0;ctr;ctr
a;Artificial Discrimination;156,0;30,0;ctr;str
a;Artificial Discrimination;156,0;31,0;ctr;str
a;Artificial Discrimination;156,0;32,0;str;str
a;Artificial Discrimination;156,0;33,0;ctr;str
a;Artificial Discrimination;156,0;34,0;str;ctr
a;Artificial Discrimination;156,0;35,0;str;ctr
a;Artificial Discrimination;156,0;36,0;str;ctr
a;Artificial Discrimination;156,0;37,0;str;ctr
a;Artificial Discrimination;156,0;38,0;ctr;ctr
a;Artificial Discrimination;156,0;39,0;ctr;ctr
a;Artificial Discrimination;156,0;40,0;ctr;ctr
a;Artificial Discrimination;156,0;41,0;str;ctr
a;Artificial Discrimination;156,0;42,0;str;ctr
a;Artificial Discrimination;156,0;43,0;ctr;ctr
a;Artificial Discrimination;156,0;44,0;ctr;ctr
a;Artificial Discrimination;156,0;45,0;ctr;str
a;Artificial Discrimination;156,0;46,0;str;ctr
a;Artificial Discrimination;156,0;47,0;str;str
a;Artificial Discrimination;156,0;69,0;str;str
a;Artificial Discrimination;156,0;70,0;str;str
a;Artificial Discrimination;156,0;71,0;str;str
a;Artificial Discrimination;156,0;72,0;str;str
a;Artificial Discrimination;156,0;73,0;ctr;ctr
a;Artificial Discrimination;156,0;75,0;str;ctr
a;Artificial Discrimination;156,0;76,0;str;ctr
a;Artificial Discrimination;156,0;77,0;str;str
a;Artificial Discrimination;156,0;78,0;ctr;ctr
a;Artificial Discrimination;156,0;79,0;str;str
a;Artificial Discrimination;156,0;80,0;str;ctr
a;Artificial Discrimination;156,0;81,0;str;str
a;Artificial Discrimination;156,0;82,0;str;str
a;Artificial Discrimination;156,0;83,0;ctr;str
a;Artificial Discrimination;156,0;84,0;ctr;ctr
a;Artificial Discrimination;156,0;85,0;ctr;ctr
a;Artificial Discrimination;156,0;86,0;str;ctr
a;Artificial Discrimination;156,0;87,0;ctr;ctr
a;Artificial Discrimination;156,0;88,0;ctr;str
a;Artificial Discrimination;156,0;89,0;str;ctr
a;Artificial Discrimination;156,0;106,0;ctr;ctr
a;Artificial Discrimination;156,0;107,0;ctr;ctr
a;Artificial Discrimination;156,0;108,0;ctr;ctr
a;Artificial Discrimination;156,0;109,0;ctr;str
a;Artificial Discrimination;156,0;110,0;str;ctr
a;Artificial Discrimination;157,0;12,0;ctr;ctr
a;Artificial Discrimination;157,0;13,0;str;str
a;Artificial Discrimination;157,0;14,0;ctr;str
a;Artificial Discrimination;157,0;15,0;ctr;str
a;Artificial Discrimination;157,0;16,0;str;str
a;Artificial Discrimination;157,0;17,0;str;str
a;Artificial Discrimination;157,0;18,0;ctr;ctr
a;Artificial Discrimination;157,0;19,0;ctr;ctr
a;Artificial Discrimination;157,0;20,0;ctr;str
a;Artificial Discrimination;157,0;21,0;str;str
a;Artificial Discrimination;157,0;22,0;str;ctr
a;Artificial Discrimination;157,0;23,0;str;str
a;Artificial Discrimination;157,0;24,0;str;ctr
a;Artificial Discrimination;157,0;25,0;ctr;ctr
a;Artificial Discrimination;157,0;26,0;str;ctr
a;Artificial Discrimination;157,0;27,0;ctr;ctr
a;Artificial Discrimination;157,0;28,0;str;ctr
a;Artificial Discrimination;157,0;29,0;ctr;ctr
a;Artificial Discrimination;157,0;30,0;str;ctr
a;Artificial Discrimination;157,0;31,0;ctr;ctr
a;Artificial Discrimination;157,0;32,0;ctr;ctr
a;Artificial Discrimination;157,0;33,0;ctr;ctr
a;Artificial Discrimination;157,0;34,0;ctr;ctr
a;Artificial Discrimination;157,0;35,0;str;ctr
a;Artificial Discrimination;157,0;36,0;str;str
a;Artificial Discrimination;157,0;37,0;str;str
a;Artificial Discrimination;157,0;38,0;str;ctr
a;Artificial Discrimination;157,0;54,0;str;ctr
a;Artificial Discrimination;157,0;55,0;str;str
a;Artificial Discrimination;157,0;56,0;str;ctr
a;Artificial Discrimination;157,0;57,0;str;str
a;Artificial Discrimination;157,0;58,0;str;ctr
a;Artificial Discrimination;157,0;59,0;str;str
a;Artificial Discrimination;157,0;60,0;str;str
a;Artificial Discrimination;157,0;61,0;str;str
a;Artificial Discrimination;157,0;62,0;str;str
a;Artificial Discrimination;157,0;63,0;ctr;str
a;Artificial Discrimination;157,0;64,0;ctr;ctr
a;Artificial Discrimination;157,0;65,0;ctr;str
a;Artificial Discrimination;157,0;66,0;str;ctr
