monkey;task;reactionTime;outcome;stimulus;my_col
h;Artificial Discrimination;2,23;correct;ctr;2,23
h;Artificial Discrimination;4,379;correct;ctr;4,379
h;Artificial Discrimination;1,343;correct;str;1,343
h;Artificial Discrimination;0,933;correct;str;0,933
h;Artificial Discrimination;1,277;correct;ctr;1,277
h;Artificial Discrimination;1,41;correct;str;1,41
h;Artificial Discrimination;1,207;correct;ctr;1,207
h;Artificial Discrimination;1,628;correct;ctr;1,628
h;Artificial Discrimination;3,294;correct;str;3,294
h;Artificial Discrimination;1,635;correct;str;1,635
h;Artificial Discrimination;1,696;correct;ctr;1,696
h;Artificial Discrimination;4,697;correct;str;4,697
h;Artificial Discrimination;2,937;correct;str;2,937
h;Artificial Discrimination;3,371;correct;str;3,371
h;Artificial Discrimination;2,653;correct;ctr;2,653
h;Artificial Discrimination;2,753;correct;ctr;2,753
h;Artificial Discrimination;2,852;correct;ctr;2,852
h;Artificial Discrimination;1,892;correct;ctr;1,892
h;Artificial Discrimination;2,846;correct;ctr;2,846
h;Artificial Discrimination;4,0;correct;ctr;4,0
h;Artificial Discrimination;1,66;correct;ctr;1,66
h;Artificial Discrimination;1,798;correct;ctr;1,798
h;Artificial Discrimination;3,144;correct;ctr;3,144
h;Artificial Discrimination;1,449;correct;str;1,449
h;Artificial Discrimination;1,341;correct;str;1,341
h;Artificial Discrimination;2,494;correct;str;2,494
h;Artificial Discrimination;1,444;correct;str;1,444
h;Artificial Discrimination;0,825;correct;str;0,825
h;Artificial Discrimination;2,686;correct;str;2,686
h;Artificial Discrimination;4,316;correct;ctr;4,316
h;Artificial Discrimination;4,384;correct;str;4,384
h;Artificial Discrimination;2,558;correct;ctr;2,558
h;Artificial Discrimination;1,729;correct;str;1,729
h;Artificial Discrimination;3,516;correct;str;3,516
h;Artificial Discrimination;1,979;correct;ctr;1,979
h;Artificial Discrimination;1,75;correct;str;1,75
h;Artificial Discrimination;2,246;correct;ctr;2,246
h;Artificial Discrimination;1,979;correct;str;1,979
h;Artificial Discrimination;3,58;correct;str;3,58
h;Artificial Discrimination;4,674;correct;ctr;4,674
h;Artificial Discrimination;1,701;correct;str;1,701
h;Artificial Discrimination;4,229;correct;ctr;4,229
h;Artificial Discrimination;4,337;correct;str;4,337
h;Artificial Discrimination;3,52;correct;str;3,52
h;Artificial Discrimination;1,323;correct;str;1,323
h;Artificial Discrimination;1,181;correct;ctr;1,181
h;Artificial Discrimination;1,659;correct;str;1,659
h;Artificial Discrimination;1,618;correct;ctr;1,618
h;Artificial Discrimination;4,847;correct;ctr;4,847
h;Artificial Discrimination;2,56;correct;str;2,56
h;Artificial Discrimination;3,714;correct;ctr;3,714
h;Artificial Discrimination;3,205;correct;ctr;3,205
h;Artificial Discrimination;3,166;correct;str;3,166
h;Artificial Discrimination;3,774;correct;ctr;3,774
h;Artificial Discrimination;1,02;correct;ctr;1,02
h;Artificial Discrimination;1,533;correct;str;1,533
h;Artificial Discrimination;2,082;correct;ctr;2,082
h;Artificial Discrimination;2,25;correct;str;2,25
h;Artificial Discrimination;4,151;correct;str;4,151
h;Artificial Discrimination;4,038;correct;str;4,038
h;Artificial Discrimination;0,893;correct;str;0,893
h;Artificial Discrimination;3,038;correct;ctr;3,038
h;Artificial Discrimination;2,072;correct;str;2,072
h;Artificial Discrimination;3,802;correct;ctr;3,802
h;Artificial Discrimination;1,954;correct;ctr;1,954
h;Artificial Discrimination;3,704;correct;ctr;3,704
h;Artificial Discrimination;2,837;correct;str;2,837
h;Artificial Discrimination;1,515;correct;str;1,515
h;Artificial Discrimination;2,13;correct;ctr;2,13
h;Artificial Discrimination;3,866;correct;ctr;3,866
h;Artificial Discrimination;1,46;correct;str;1,46
h;Artificial Discrimination;3,933;correct;ctr;3,933
h;Artificial Discrimination;3,817;correct;ctr;3,817
h;Artificial Discrimination;1,317;correct;str;1,317
h;Artificial Discrimination;3,619;correct;str;3,619
h;Artificial Discrimination;3,067;correct;str;3,067
h;Artificial Discrimination;3,424;correct;str;3,424
h;Artificial Discrimination;1,979;correct;ctr;1,979
h;Artificial Discrimination;3,076;correct;ctr;3,076
h;Artificial Discrimination;4,391;correct;ctr;4,391
h;Artificial Discrimination;3,442;correct;str;3,442
h;Artificial Discrimination;1,164;correct;str;1,164
h;Artificial Discrimination;2,616;correct;ctr;2,616
h;Artificial Discrimination;2,673;correct;str;2,673
h;Artificial Discrimination;0,797;correct;ctr;0,797
h;Artificial Discrimination;2,971;correct;ctr;2,971
h;Artificial Discrimination;1,687;correct;str;1,687
h;Artificial Discrimination;2,708;correct;str;2,708
h;Artificial Discrimination;1,939;correct;str;1,939
h;Artificial Discrimination;3,094;correct;str;3,094
h;Artificial Discrimination;3,77;correct;ctr;3,77
h;Artificial Discrimination;1,592;correct;str;1,592
h;Artificial Discrimination;4,219;correct;ctr;4,219
h;Artificial Discrimination;2,185;correct;str;2,185
h;Artificial Discrimination;3,603;correct;ctr;3,603
h;Artificial Discrimination;3,356;correct;ctr;3,356
h;Artificial Discrimination;1,152;correct;str;1,152
h;Artificial Discrimination;3,145;correct;str;3,145
h;Artificial Discrimination;3,843;correct;ctr;3,843
h;Artificial Discrimination;1,466;correct;str;1,466
h;Artificial Discrimination;2,074;correct;str;2,074
h;Artificial Discrimination;2,238;correct;ctr;2,238
h;Artificial Discrimination;2,729;correct;str;2,729
h;Artificial Discrimination;1,022;correct;ctr;1,022
h;Artificial Discrimination;2,274;correct;ctr;2,274
h;Artificial Discrimination;2,525;correct;ctr;2,525
h;Artificial Discrimination;3,037;correct;str;3,037
h;Artificial Discrimination;4,38;correct;ctr;4,38
h;Artificial Discrimination;1,828;correct;ctr;1,828
h;Artificial Discrimination;3,174;correct;str;3,174
h;Artificial Discrimination;3,714;correct;ctr;3,714
h;Artificial Discrimination;3,419;correct;str;3,419
h;Artificial Discrimination;2,885;correct;str;2,885
h;Artificial Discrimination;2,63;correct;str;2,63
h;Artificial Discrimination;4,926;correct;str;4,926
h;Artificial Discrimination;4,929;correct;str;4,929
h;Artificial Discrimination;3,615;correct;str;3,615
h;Artificial Discrimination;2,46;correct;ctr;2,46
h;Artificial Discrimination;3,007;correct;str;3,007
h;Artificial Discrimination;2,063;correct;ctr;2,063
h;Artificial Discrimination;2,56;correct;ctr;2,56
h;Artificial Discrimination;2,337;correct;ctr;2,337
h;Artificial Discrimination;1,77;correct;str;1,77
h;Artificial Discrimination;3,303;correct;ctr;3,303
h;Artificial Discrimination;2,195;correct;str;2,195
h;Artificial Discrimination;2,563;correct;str;2,563
h;Artificial Discrimination;2,944;correct;str;2,944
h;Artificial Discrimination;1,919;correct;str;1,919
h;Artificial Discrimination;3,037;correct;ctr;3,037
h;Artificial Discrimination;3,036;correct;str;3,036
h;Artificial Discrimination;2,691;correct;ctr;2,691
h;Artificial Discrimination;2,788;correct;str;2,788
h;Artificial Discrimination;1,579;correct;ctr;1,579
h;Artificial Discrimination;1,796;correct;ctr;1,796
h;Artificial Discrimination;2,334;correct;str;2,334
h;Artificial Discrimination;2,781;correct;ctr;2,781
h;Artificial Discrimination;2,437;correct;ctr;2,437
h;Artificial Discrimination;1,487;correct;str;1,487
h;Artificial Discrimination;1,486;correct;ctr;1,486
h;Artificial Discrimination;1,764;correct;str;1,764
h;Artificial Discrimination;1,609;correct;str;1,609
h;Artificial Discrimination;3,414;correct;ctr;3,414
h;Artificial Discrimination;2,002;correct;str;2,002
h;Artificial Discrimination;1,949;correct;str;1,949
h;Artificial Discrimination;0,752;correct;str;0,752
h;Artificial Discrimination;2,842;correct;ctr;2,842
h;Artificial Discrimination;3,646;correct;ctr;3,646
h;Artificial Discrimination;1,693;correct;str;1,693
h;Artificial Discrimination;1,804;correct;ctr;1,804
h;Artificial Discrimination;2,269;correct;str;2,269
h;Artificial Discrimination;2,172;correct;ctr;2,172
h;Artificial Discrimination;1,98;correct;ctr;1,98
h;Artificial Discrimination;2,299;correct;str;2,299
h;Artificial Discrimination;4,217;correct;str;4,217
h;Artificial Discrimination;3,738;correct;ctr;3,738
h;Artificial Discrimination;3,422;correct;ctr;3,422
h;Artificial Discrimination;2,912;correct;str;2,912
h;Artificial Discrimination;1,341;correct;str;1,341
h;Artificial Discrimination;3,104;correct;ctr;3,104
h;Artificial Discrimination;2,075;correct;ctr;2,075
h;Artificial Discrimination;4,447;correct;ctr;4,447
h;Artificial Discrimination;2,814;correct;str;2,814
h;Artificial Discrimination;2,843;correct;str;2,843
h;Artificial Discrimination;3,387;correct;str;3,387
h;Artificial Discrimination;4,065;correct;str;4,065
h;Artificial Discrimination;3,896;correct;ctr;3,896
h;Artificial Discrimination;1,502;correct;str;1,502
h;Artificial Discrimination;2,75;correct;str;2,75
h;Artificial Discrimination;2,43;correct;str;2,43
h;Artificial Discrimination;3,966;correct;ctr;3,966
h;Artificial Discrimination;2,221;correct;str;2,221
h;Artificial Discrimination;3,742;correct;ctr;3,742
h;Artificial Discrimination;1,858;correct;ctr;1,858
h;Artificial Discrimination;3,264;correct;ctr;3,264
h;Artificial Discrimination;1,5;correct;str;1,5
h;Artificial Discrimination;2,336;correct;str;2,336
h;Artificial Discrimination;2,241;correct;ctr;2,241
h;Artificial Discrimination;1,408;correct;str;1,408
h;Artificial Discrimination;3,966;correct;ctr;3,966
h;Artificial Discrimination;4,124;correct;str;4,124
h;Artificial Discrimination;1,54;correct;ctr;1,54
h;Artificial Discrimination;1,987;correct;ctr;1,987
h;Artificial Discrimination;2,364;correct;ctr;2,364
h;Artificial Discrimination;3,039;correct;str;3,039
h;Artificial Discrimination;0,705;correct;ctr;0,705
h;Artificial Discrimination;3,935;correct;str;3,935
h;Artificial Discrimination;3,112;correct;str;3,112
h;Artificial Discrimination;3,97;correct;str;3,97
h;Artificial Discrimination;2,881;correct;str;2,881
h;Artificial Discrimination;4,77;correct;ctr;4,77
h;Artificial Discrimination;4,029;correct;ctr;4,029
h;Artificial Discrimination;4,366;correct;ctr;4,366
h;Artificial Discrimination;1,527;correct;str;1,527
h;Artificial Discrimination;2,948;correct;str;2,948
h;Artificial Discrimination;1,662;correct;str;1,662
h;Artificial Discrimination;1,187;correct;ctr;1,187
h;Artificial Discrimination;2,685;correct;str;2,685
h;Artificial Discrimination;4,282;correct;str;4,282
h;Artificial Discrimination;1,459;correct;str;1,459
h;Artificial Discrimination;3,728;correct;ctr;3,728
h;Artificial Discrimination;1,816;correct;str;1,816
h;Artificial Discrimination;1,308;correct;str;1,308
h;Artificial Discrimination;2,804;correct;str;2,804
h;Artificial Discrimination;4,567;correct;ctr;4,567
h;Artificial Discrimination;1,366;correct;ctr;1,366
h;Artificial Discrimination;1,911;correct;str;1,911
h;Artificial Discrimination;4,827;correct;ctr;4,827
h;Artificial Discrimination;2,907;correct;str;2,907
h;Artificial Discrimination;3,26;correct;ctr;3,26
h;Artificial Discrimination;0,7;correct;str;0,7
h;Artificial Discrimination;2,588;correct;ctr;2,588
h;Artificial Discrimination;4,633;correct;ctr;4,633
h;Artificial Discrimination;3,865;correct;str;3,865
h;Artificial Discrimination;4,06;correct;ctr;4,06
h;Artificial Discrimination;4,287;correct;ctr;4,287
h;Artificial Discrimination;3,274;correct;str;3,274
h;Artificial Discrimination;3,899;correct;str;3,899
h;Artificial Discrimination;2,911;correct;ctr;2,911
h;Artificial Discrimination;2,304;correct;ctr;2,304
h;Artificial Discrimination;1,086;correct;ctr;1,086
h;Artificial Discrimination;4,166;correct;str;4,166
h;Artificial Discrimination;1,562;correct;str;1,562
h;Artificial Discrimination;2,365;correct;str;2,365
h;Artificial Discrimination;3,195;correct;str;3,195
h;Artificial Discrimination;2,88;correct;ctr;2,88
h;Artificial Discrimination;2,495;correct;str;2,495
h;Artificial Discrimination;3,165;correct;ctr;3,165
h;Artificial Discrimination;2,077;correct;str;2,077
h;Artificial Discrimination;2,976;correct;ctr;2,976
h;Artificial Discrimination;2,358;correct;str;2,358
h;Artificial Discrimination;3,458;correct;ctr;3,458
h;Artificial Discrimination;4,032;correct;str;4,032
h;Artificial Discrimination;2,754;correct;ctr;2,754
h;Artificial Discrimination;1,436;correct;ctr;1,436
h;Artificial Discrimination;4,0;correct;ctr;4,0
h;Artificial Discrimination;3,36;correct;str;3,36
h;Artificial Discrimination;1,279;correct;str;1,279
h;Artificial Discrimination;2,843;correct;ctr;2,843
h;Artificial Discrimination;4,128;correct;str;4,128
h;Artificial Discrimination;0,704;correct;str;0,704
h;Artificial Discrimination;4,616;correct;ctr;4,616
h;Artificial Discrimination;4,542;correct;str;4,542
h;Artificial Discrimination;3,365;correct;str;3,365
h;Artificial Discrimination;0,711;correct;str;0,711
h;Artificial Discrimination;1,405;correct;ctr;1,405
h;Artificial Discrimination;4,205;correct;ctr;4,205
h;Artificial Discrimination;2,045;correct;str;2,045
h;Artificial Discrimination;2,75;correct;str;2,75
h;Artificial Discrimination;3,071;correct;str;3,071
h;Artificial Discrimination;1,475;correct;ctr;1,475
h;Artificial Discrimination;4,258;correct;ctr;4,258
h;Artificial Discrimination;2,601;correct;ctr;2,601
h;Artificial Discrimination;1,412;correct;ctr;1,412
h;Artificial Discrimination;0,801;correct;str;0,801
h;Artificial Discrimination;1,724;correct;str;1,724
h;Artificial Discrimination;3,11;correct;ctr;3,11
h;Artificial Discrimination;3,965;correct;str;3,965
h;Artificial Discrimination;2,305;correct;ctr;2,305
h;Artificial Discrimination;2,848;correct;ctr;2,848
h;Artificial Discrimination;1,684;correct;str;1,684
h;Artificial Discrimination;1,251;correct;ctr;1,251
h;Artificial Discrimination;4,219;correct;str;4,219
h;Artificial Discrimination;2,252;correct;str;2,252
h;Artificial Discrimination;0,873;correct;str;0,873
h;Artificial Discrimination;1,445;correct;ctr;1,445
h;Artificial Discrimination;2,172;correct;str;2,172
h;Artificial Discrimination;4,706;correct;ctr;4,706
h;Artificial Discrimination;4,48;correct;ctr;4,48
h;Artificial Discrimination;2,689;correct;ctr;2,689
h;Artificial Discrimination;4,732;correct;str;4,732
h;Artificial Discrimination;2,337;correct;ctr;2,337
h;Artificial Discrimination;3,907;correct;str;3,907
h;Artificial Discrimination;4,744;correct;ctr;4,744
h;Artificial Discrimination;3,912;correct;str;3,912
h;Artificial Discrimination;2,686;correct;str;2,686
h;Artificial Discrimination;3,683;correct;str;3,683
h;Artificial Discrimination;1,764;correct;str;1,764
h;Artificial Discrimination;2,46;correct;str;2,46
h;Artificial Discrimination;3,521;correct;str;3,521
h;Artificial Discrimination;1,338;correct;str;1,338
h;Artificial Discrimination;2,886;correct;ctr;2,886
h;Artificial Discrimination;1,833;correct;ctr;1,833
h;Artificial Discrimination;2,301;correct;ctr;2,301
h;Artificial Discrimination;3,677;correct;ctr;3,677
h;Artificial Discrimination;1,54;correct;str;1,54
h;Artificial Discrimination;2,215;correct;ctr;2,215
h;Artificial Discrimination;4,321;correct;ctr;4,321
h;Artificial Discrimination;2,715;correct;ctr;2,715
h;Artificial Discrimination;3,874;correct;str;3,874
h;Artificial Discrimination;3,621;correct;ctr;3,621
h;Artificial Discrimination;2,302;correct;str;2,302
h;Artificial Discrimination;3,882;correct;ctr;3,882
h;Artificial Discrimination;3,144;correct;ctr;3,144
h;Artificial Discrimination;2,944;correct;ctr;2,944
h;Artificial Discrimination;3,487;correct;str;3,487
h;Artificial Discrimination;0,901;correct;str;0,901
h;Artificial Discrimination;0,93;correct;str;0,93
h;Artificial Discrimination;2,621;correct;str;2,621
h;Artificial Discrimination;1,146;correct;ctr;1,146
h;Artificial Discrimination;1,729;correct;str;1,729
h;Artificial Discrimination;2,555;correct;str;2,555
h;Artificial Discrimination;1,608;correct;str;1,608
h;Artificial Discrimination;2,882;correct;ctr;2,882
h;Artificial Discrimination;3,2;correct;ctr;3,2
h;Artificial Discrimination;3,163;correct;str;3,163
h;Artificial Discrimination;3,096;correct;str;3,096
h;Artificial Discrimination;4,701;correct;str;4,701
h;Artificial Discrimination;4,442;correct;ctr;4,442
h;Artificial Discrimination;3,037;correct;ctr;3,037
h;Artificial Discrimination;4,123;correct;ctr;4,123
h;Artificial Discrimination;1,146;correct;ctr;1,146
h;Artificial Discrimination;3,587;correct;ctr;3,587
h;Artificial Discrimination;2,674;correct;str;2,674
h;Artificial Discrimination;3,451;correct;str;3,451
h;Artificial Discrimination;1,466;correct;ctr;1,466
h;Artificial Discrimination;3,388;correct;str;3,388
h;Artificial Discrimination;0,698;correct;str;0,698
h;Artificial Discrimination;3,098;correct;ctr;3,098
h;Artificial Discrimination;1,305;correct;ctr;1,305
h;Artificial Discrimination;1,819;correct;str;1,819
h;Artificial Discrimination;1,274;correct;ctr;1,274
h;Artificial Discrimination;4,69;correct;str;4,69
h;Artificial Discrimination;1,757;correct;str;1,757
h;Artificial Discrimination;1,755;correct;ctr;1,755
h;Artificial Discrimination;1,815;correct;str;1,815
h;Artificial Discrimination;2,649;correct;ctr;2,649
h;Artificial Discrimination;3,29;correct;ctr;3,29
h;Artificial Discrimination;0,729;correct;str;0,729
h;Artificial Discrimination;1,654;correct;str;1,654
h;Artificial Discrimination;3,128;correct;ctr;3,128
h;Artificial Discrimination;2,97;correct;ctr;2,97
h;Artificial Discrimination;2,363;correct;str;2,363
h;Artificial Discrimination;4,029;correct;ctr;4,029
h;Artificial Discrimination;4,827;correct;ctr;4,827
h;Artificial Discrimination;2,235;correct;str;2,235
h;Artificial Discrimination;4,479;correct;str;4,479
h;Artificial Discrimination;3,328;correct;str;3,328
h;Artificial Discrimination;0,827;correct;str;0,827
h;Artificial Discrimination;2,589;correct;ctr;2,589
h;Artificial Discrimination;4,927;correct;ctr;4,927
h;Artificial Discrimination;1,593;correct;str;1,593
h;Artificial Discrimination;3,294;correct;ctr;3,294
h;Artificial Discrimination;1,571;correct;str;1,571
h;Artificial Discrimination;3,037;correct;str;3,037
h;Artificial Discrimination;4,798;correct;str;4,798
h;Artificial Discrimination;3,066;correct;str;3,066
h;Artificial Discrimination;2,691;correct;str;2,691
a;Artificial Discrimination;1,366;correct;str;1,366
a;Artificial Discrimination;1,042;correct;str;1,042
a;Artificial Discrimination;1,816;correct;ctr;1,816
a;Artificial Discrimination;1,27;correct;str;1,27
a;Artificial Discrimination;1,375;correct;str;1,375
a;Artificial Discrimination;1,081;correct;str;1,081
a;Artificial Discrimination;0,791;correct;str;0,791
a;Artificial Discrimination;1,274;correct;str;1,274
a;Artificial Discrimination;1,599;correct;ctr;1,599
a;Artificial Discrimination;0,921;correct;str;0,921
a;Artificial Discrimination;0,884;correct;str;0,884
a;Artificial Discrimination;1,174;correct;ctr;1,174
a;Artificial Discrimination;1,719;correct;ctr;1,719
a;Artificial Discrimination;1,469;correct;ctr;1,469
a;Artificial Discrimination;1,181;correct;ctr;1,181
a;Artificial Discrimination;2,905;correct;ctr;2,905
a;Artificial Discrimination;1,233;correct;ctr;1,233
a;Artificial Discrimination;2,428;correct;str;2,428
a;Artificial Discrimination;1,401;correct;str;1,401
a;Artificial Discrimination;0,984;correct;str;0,984
a;Artificial Discrimination;2,456;correct;ctr;2,456
a;Artificial Discrimination;1,686;correct;str;1,686
a;Artificial Discrimination;1,269;correct;ctr;1,269
a;Artificial Discrimination;1,368;correct;ctr;1,368
a;Artificial Discrimination;1,239;correct;ctr;1,239
a;Artificial Discrimination;1,047;correct;str;1,047
a;Artificial Discrimination;2,271;correct;ctr;2,271
a;Artificial Discrimination;2,197;correct;ctr;2,197
a;Artificial Discrimination;1,108;correct;ctr;1,108
a;Artificial Discrimination;3,83;correct;ctr;3,83
a;Artificial Discrimination;1,531;correct;ctr;1,531
a;Artificial Discrimination;1,4;correct;str;1,4
a;Artificial Discrimination;1,491;correct;str;1,491
a;Artificial Discrimination;1,268;correct;str;1,268
a;Artificial Discrimination;1,399;correct;str;1,399
a;Artificial Discrimination;2,196;correct;str;2,196
a;Artificial Discrimination;1,624;correct;ctr;1,624
a;Artificial Discrimination;0,859;correct;str;0,859
a;Artificial Discrimination;2,512;correct;ctr;2,512
a;Artificial Discrimination;1,464;correct;str;1,464
a;Artificial Discrimination;1,363;correct;str;1,363
a;Artificial Discrimination;0,986;correct;str;0,986
a;Artificial Discrimination;2,194;correct;ctr;2,194
a;Artificial Discrimination;1,4;correct;ctr;1,4
a;Artificial Discrimination;2,895;correct;ctr;2,895
a;Artificial Discrimination;4,798;correct;ctr;4,798
a;Artificial Discrimination;1,559;correct;ctr;1,559
a;Artificial Discrimination;1,944;correct;ctr;1,944
a;Artificial Discrimination;1,174;correct;str;1,174
a;Artificial Discrimination;1,219;correct;str;1,219
a;Artificial Discrimination;2,138;correct;str;2,138
a;Artificial Discrimination;0,983;correct;ctr;0,983
a;Artificial Discrimination;1,893;correct;ctr;1,893
a;Artificial Discrimination;1,782;correct;str;1,782
a;Artificial Discrimination;2,232;correct;str;2,232
a;Artificial Discrimination;2,329;correct;ctr;2,329
a;Artificial Discrimination;2,199;correct;ctr;2,199
a;Artificial Discrimination;1,684;correct;ctr;1,684
a;Artificial Discrimination;1,309;correct;ctr;1,309
a;Artificial Discrimination;2,263;correct;ctr;2,263
a;Artificial Discrimination;1,433;correct;ctr;1,433
a;Artificial Discrimination;2,197;correct;ctr;2,197
a;Artificial Discrimination;1,912;correct;str;1,912
a;Artificial Discrimination;2,554;correct;str;2,554
a;Artificial Discrimination;3,031;correct;str;3,031
a;Artificial Discrimination;1,079;correct;str;1,079
a;Artificial Discrimination;0,797;correct;str;0,797
a;Artificial Discrimination;1,181;correct;str;1,181
a;Artificial Discrimination;0,954;correct;str;0,954
a;Artificial Discrimination;2,558;correct;str;2,558
a;Artificial Discrimination;1,705;correct;ctr;1,705
a;Artificial Discrimination;1,564;correct;str;1,564
a;Artificial Discrimination;2,126;correct;ctr;2,126
a;Artificial Discrimination;1,332;correct;ctr;1,332
a;Artificial Discrimination;1,535;correct;ctr;1,535
a;Artificial Discrimination;1,141;correct;str;1,141
a;Artificial Discrimination;2,683;correct;ctr;2,683
a;Artificial Discrimination;1,145;correct;str;1,145
a;Artificial Discrimination;1,82;correct;ctr;1,82
a;Artificial Discrimination;1,089;correct;ctr;1,089
a;Artificial Discrimination;1,856;correct;str;1,856
a;Artificial Discrimination;1,177;correct;ctr;1,177
a;Artificial Discrimination;1,341;correct;str;1,341
a;Artificial Discrimination;1,24;correct;ctr;1,24
a;Artificial Discrimination;2,938;correct;str;2,938
a;Artificial Discrimination;2,78;correct;ctr;2,78
a;Artificial Discrimination;1,058;correct;str;1,058
a;Artificial Discrimination;1,767;correct;str;1,767
a;Artificial Discrimination;1,403;correct;str;1,403
a;Artificial Discrimination;1,087;correct;str;1,087
a;Artificial Discrimination;2,943;correct;ctr;2,943
a;Artificial Discrimination;2,398;correct;ctr;2,398
a;Artificial Discrimination;1,237;correct;ctr;1,237
a;Artificial Discrimination;0,951;correct;str;0,951
a;Artificial Discrimination;1,981;correct;ctr;1,981
a;Artificial Discrimination;1,654;correct;ctr;1,654
a;Artificial Discrimination;1,34;correct;str;1,34
a;Artificial Discrimination;1,05;correct;str;1,05
a;Artificial Discrimination;2,448;correct;ctr;2,448
a;Artificial Discrimination;1,342;correct;ctr;1,342
a;Artificial Discrimination;1,116;correct;str;1,116
a;Artificial Discrimination;1,058;correct;str;1,058
a;Artificial Discrimination;2,237;correct;ctr;2,237
a;Artificial Discrimination;2,874;correct;ctr;2,874
a;Artificial Discrimination;2,875;correct;ctr;2,875
a;Artificial Discrimination;2,045;correct;str;2,045
a;Artificial Discrimination;1,466;correct;str;1,466
a;Artificial Discrimination;2,718;correct;ctr;2,718
a;Artificial Discrimination;1,117;correct;ctr;1,117
a;Artificial Discrimination;1,718;correct;ctr;1,718
a;Artificial Discrimination;1,405;correct;str;1,405
a;Artificial Discrimination;1,369;correct;str;1,369
a;Artificial Discrimination;0,919;correct;str;0,919
a;Artificial Discrimination;2,818;correct;ctr;2,818
a;Artificial Discrimination;1,302;correct;str;1,302
a;Artificial Discrimination;1,496;correct;str;1,496
a;Artificial Discrimination;1,409;correct;ctr;1,409
a;Artificial Discrimination;0,889;correct;str;0,889
a;Artificial Discrimination;1,428;correct;str;1,428
a;Artificial Discrimination;1,429;correct;str;1,429
a;Artificial Discrimination;1,845;correct;ctr;1,845
a;Artificial Discrimination;1,556;correct;str;1,556
a;Artificial Discrimination;1,938;correct;str;1,938
a;Artificial Discrimination;2,054;correct;ctr;2,054
a;Artificial Discrimination;2,674;correct;ctr;2,674
a;Artificial Discrimination;4,08;correct;ctr;4,08
a;Artificial Discrimination;2,386;correct;ctr;2,386
a;Artificial Discrimination;1,526;correct;ctr;1,526
a;Artificial Discrimination;1,784;correct;ctr;1,784
a;Artificial Discrimination;1,174;correct;ctr;1,174
a;Artificial Discrimination;0,977;correct;str;0,977
a;Artificial Discrimination;1,976;correct;ctr;1,976
a;Artificial Discrimination;1,048;correct;ctr;1,048
a;Artificial Discrimination;1,378;correct;ctr;1,378
a;Artificial Discrimination;1,304;correct;str;1,304
a;Artificial Discrimination;1,179;correct;ctr;1,179
a;Artificial Discrimination;1,972;correct;ctr;1,972
a;Artificial Discrimination;2,24;correct;str;2,24
a;Artificial Discrimination;0,99;correct;str;0,99
a;Artificial Discrimination;2,815;correct;ctr;2,815
a;Artificial Discrimination;1,176;correct;ctr;1,176
a;Artificial Discrimination;1,338;correct;str;1,338
a;Artificial Discrimination;1,113;correct;str;1,113
a;Artificial Discrimination;1,37;correct;str;1,37
a;Artificial Discrimination;2,136;correct;ctr;2,136
a;Artificial Discrimination;2,713;correct;ctr;2,713
a;Artificial Discrimination;1,113;correct;ctr;1,113
a;Artificial Discrimination;1,688;correct;str;1,688
a;Artificial Discrimination;1,274;correct;str;1,274
a;Artificial Discrimination;1,845;correct;str;1,845
a;Artificial Discrimination;1,622;correct;str;1,622
a;Artificial Discrimination;1,101;correct;str;1,101
a;Artificial Discrimination;1,016;correct;ctr;1,016
a;Artificial Discrimination;0,997;correct;str;0,997
a;Artificial Discrimination;2,196;correct;str;2,196
a;Artificial Discrimination;2,685;correct;ctr;2,685
a;Artificial Discrimination;1,694;correct;ctr;1,694
a;Artificial Discrimination;4,147;correct;ctr;4,147
a;Artificial Discrimination;0,888;correct;str;0,888
a;Artificial Discrimination;1,493;correct;ctr;1,493
a;Artificial Discrimination;2,162;correct;ctr;2,162
a;Artificial Discrimination;0,982;correct;str;0,982
a;Artificial Discrimination;1,375;correct;str;1,375
a;Artificial Discrimination;1,975;correct;ctr;1,975
a;Artificial Discrimination;1,08;correct;str;1,08
a;Artificial Discrimination;2,169;correct;ctr;2,169
a;Artificial Discrimination;0,95;correct;str;0,95
a;Artificial Discrimination;2,454;correct;ctr;2,454
a;Artificial Discrimination;1,422;correct;str;1,422
a;Artificial Discrimination;0,986;correct;str;0,986
a;Artificial Discrimination;1,466;correct;str;1,466
a;Artificial Discrimination;1,459;correct;str;1,459
a;Artificial Discrimination;1,015;correct;str;1,015
a;Artificial Discrimination;2,235;correct;str;2,235
a;Artificial Discrimination;3,48;correct;ctr;3,48
a;Artificial Discrimination;1,304;correct;str;1,304
